"Titolo","Rivista","Data"
"[Acute encephalopathy with elevated CSF inflammatory markers as the initial presentation of COVID-19.](https://doi.org/10.21203/rs.3.rs-28583/v1)","Research Square","2020-05-13"
"[Androgen Regulates SARS-CoV-2 Receptor Levels and Is Associated with Severe COVID-19 Symptoms in Men](https://doi.org/10.1101/2020.05.12.091082)","bioRxiv","2020-05-14"
"[Assessment of the Weekly Fluctuations of the Covid-19 Cases in Italy and Worldwide](https://doi.org/10.20944/preprints202005.0202.v1)","Preprints.org","2020-05-14"
"[Assessment of undergraduate student knowledge, practices, and attitude towards COVID-19 in Debre Berhan University, Ethiopia](https://doi.org/10.21203/rs.3.rs-28556/v1)","Research Square","2020-05-13"
"[Basic epidemiological parameter values from data of real-world in mega-cities: the characteristics of COVID-19 in Beijing, China](https://doi.org/10.21203/rs.3.rs-23937/v1)","Research Square","2020-05-13"
"[CORRELATION BETWEEN CHEST COMPUTED TOMOGRAPHY AND LUNG ULTRASONOGRAPHY IN PATIENTS WITH CORONAVIRUS DISEASE 2019 (COVID-19)](https://doi.org/10.1101/2020.05.08.20095117)","medRxiv","2020-05-13"
"[COVID-19 Outbreak, Social Response, and Early Economic Effects: A Global VAR Analysis of Cross-Country Interdependencies](https://doi.org/10.1101/2020.05.07.20094748)","medRxiv","2020-05-13"
"[COVID-19 in the peritoneal fluid: does this evidence oblige to introduce new rules? Presentation of a Case Report](https://doi.org/10.21203/rs.3.rs-28579/v1)","Research Square","2020-05-13"
"[COVID-19 research in Wikipedia](https://doi.org/10.1101/2020.05.10.087643)","bioRxiv","2020-05-15"
"[COVID-19 transmission risk factors](https://doi.org/10.1101/2020.05.08.20095083)","medRxiv","2020-05-13"
"[COVID-19: Predictive Mathematical Models for the Number of Deaths in South Korea, Italy, Spain, France, UK, Germany, and USA](https://doi.org/10.1101/2020.05.08.20095489)","medRxiv","2020-05-13"
"[CT differential diagnosis of COVID-19 and non-COVID-19 in symptomatic suspects: a practical scoring method](https://doi.org/10.21203/rs.3.rs-19438/v3)","Research Square","2020-05-13"
"[Children's Hospital Los Angeles COVID-19 Analysis Research Database (CARD) - A Resource for Rapid SARS-CoV-2 Genome Identification Using Interactive Online Phylogenetic Tools](https://doi.org/10.1101/2020.05.11.089763)","bioRxiv","2020-05-14"
"[Clinical Characteristics, Serological and Radiological Longitudinal Changes of Patients With COVID-19](https://doi.org/10.21203/rs.3.rs-27334/v1)","Research Square","2020-05-13"
"[Clinical retrospective analysis of 70 discharged patients with the Coronavirus disease 2019 (COVID-19) in Hangzhou, Zhejiang Province](https://doi.org/10.21203/rs.3.rs-27333/v1)","Research Square","2020-05-13"
"[Clinical, Radiological and Therapeutic Characteristics of Patients with COVID-19 in Saudi Arabia](https://doi.org/10.1101/2020.05.07.20094169)","medRxiv","2020-05-13"
"[Compassionate drug (mis)use during pandemics: lessons for COVID-19 from 2009.](https://doi.org/10.1101/2020.05.07.20094839)","medRxiv","2020-05-13"
"[Correlation between White Blood Cell Count at Admission and Mortality in COVID-19 Patients: A Retrospective Study](https://doi.org/10.21203/rs.3.rs-20383/v1)","Research Square","2020-05-13"
"[Development and validation of the COVID-19 severity index (CSI): a prognostic tool for early respiratory decompensation](https://doi.org/10.1101/2020.05.07.20094573)","medRxiv","2020-05-13"
"[Dynamics of SEAIQR Model with Saturated Type Treatment: A Case Study of Spain COVID-19](https://doi.org/10.20944/preprints202005.0217.v1)","Preprints.org","2020-05-14"
"[Estimation of the number of general anesthesia cases based on a series of nationwide surveys on Twitter during COVID-19 in Japan: A statistical analysis](https://doi.org/10.1101/2020.05.08.20094979)","medRxiv","2020-05-13"
"[Evaluating the serological status of COVID-19 patients using an indirect immunofluorescent assay, France.](https://doi.org/10.1101/2020.05.05.20092064)","medRxiv","2020-05-13"
"[Evidence Based Suggestions for the Return to Elective Urology Surgery Following the COVID-19 Pandemic](https://doi.org/10.20944/preprints202005.0203.v1)","Preprints.org","2020-05-14"
"[Evidence of Protective Role of Ultraviolet-B (UVB) Radiation in Reducing COVID-19 Deaths](https://doi.org/10.1101/2020.05.06.20093419)","medRxiv","2020-05-13"
"[Evolving Transmission Network Dynamics of COVID-19 Cluster Infections in South Korea: a descriptive study](https://doi.org/10.1101/2020.05.07.20091769)","medRxiv","2020-05-13"
"[Examining the effector mechanisms of Xuebijing Injection on COVID-19 based on network pharmacology](https://doi.org/10.21203/rs.3.rs-26834/v1)","Research Square","2020-05-13"
"[Expected impact of reopening schools after lockdown on COVID-19 epidemic in Île-de-France](https://doi.org/10.1101/2020.05.08.20095521)","medRxiv","2020-05-13"
"[Facemasks prevent influenza-like illness: implications for COVID-19](https://doi.org/10.1101/2020.05.07.20094912)","medRxiv","2020-05-13"
"[Follow-up Chest CT findings from discharged patients with severe COVID-19: an 83-day observational study](https://doi.org/10.21203/rs.3.rs-27359/v1)","Research Square","2020-05-13"
"[For better response to clinical trials under public health emergency: a descriptive analysis COVID-19, SARS, MERS and Ebola intervention clinical trials registration](https://doi.org/10.21203/rs.3.rs-25169/v1)","Research Square","2020-05-13"
"[Genetic drift and environmental spreading dynamics of COVID-19](https://doi.org/10.1101/2020.05.08.20095448)","medRxiv","2020-05-13"
"[Global analysis of daily new COVID-19 cases reveals many static-phase countries including US and UK potentially with unstoppable epidemics](https://doi.org/10.1101/2020.05.08.20095356)","medRxiv","2020-05-13"
"[Hydroxychloroquine; Why It Might Be Successful and Why It Might Not Be Successful in the Treatment of Covid-19 Pneumonia? Could It Be A Prophylactic Drug?](https://doi.org/10.20944/preprints202004.0348.v3)","Preprints.org","2020-05-14"
"[Immuno-inflammatory Characters in Low Severity COVID-19 Patients with Digestive Symptoms](https://doi.org/10.21203/rs.3.rs-23267/v1)","Research Square","2020-05-13"
"[Incidence rate, clinical course and risk factor for recurrent PCR positivity in discharged COVID-19 patients in Guangzhou, China: a prospective cohort study](https://doi.org/10.21203/rs.3.rs-27390/v1)","Research Square","2020-05-13"
"[Integrated approaches for COVID-19 case finding and their impact on timeliness for disease containment in Changning District, Shanghai, China](https://doi.org/10.21203/rs.3.rs-27392/v1)","Research Square","2020-05-13"
"[Knowledge, attitudes, social responsibilities and  career plans toward Corona Virus Disease 2019 (Covid-19)  among Chinese clinical medical students](https://doi.org/10.21203/rs.3.rs-27032/v1)","Research Square","2020-05-13"
"[Lactate arterial-central venous gradient among COVID-19 patients in ICU: a potential tool in the clinical practice.](https://doi.org/10.1101/2020.05.08.20095042)","medRxiv","2020-05-13"
"[Mapping of PubMed Literature on Early Trends of 2019 Novel Coronavirus (COVID-19)](https://doi.org/10.21203/rs.3.rs-28215/v1)","Research Square","2020-05-13"
"[Mental Health Status among the South Indian Pharmacy Students during Covid-19 Pandemic Quarantine Period: A Cross-Sectional Study](https://doi.org/10.1101/2020.05.08.20093708)","medRxiv","2020-05-13"
"[Mental distress among frontline healthcare workers outside the central epidemic area during the novel coronavirus disease (COVID-19) outbreak in China: A cross-sectional study](https://doi.org/10.21203/rs.3.rs-26633/v1)","Research Square","2020-05-13"
"[Outcomes among HIV-positive patients hospitalized with COVID-19](https://doi.org/10.1101/2020.05.07.20094797)","medRxiv","2020-05-13"
"[Performance of the rapid Nucleic Acid Amplification by Abbott ID NOW COVID-19 in nasopharyngeal swabs transported in viral media and dry nasal swabs, in a New York City academic institution](https://doi.org/10.1101/2020.05.11.089896)","bioRxiv","2020-05-14"
"[Pericyte-specific vascular expression of SARS-CoV-2 receptor ACE2 – implications for microvascular inflammation and hypercoagulopathy in COVID-19 patients](https://doi.org/10.1101/2020.05.11.088500)","bioRxiv","2020-05-14"
"[Placental pathology in COVID-19](https://doi.org/10.1101/2020.05.08.20093229)","medRxiv","2020-05-14"
"[Potent neutralizing antibodies from COVID-19 patients define multiple targets of vulnerability](https://doi.org/10.1101/2020.05.12.088716)","bioRxiv","2020-05-14"
"[Predicting Long-term Evolution of COVID-19 by On-going Data using Bayesian Susceptible-Infected-Removed Model](https://doi.org/10.1101/2020.05.08.20094953)","medRxiv","2020-05-13"
"[Preventive strategy of palliative care during the COVID-19 pandemic period: Strengths, weaknesses, opportunities, and threats analysis](https://doi.org/10.21203/rs.3.rs-26603/v1)","Research Square","2020-05-13"
"[Prolonged viral RNA shedding after COVID-19 symptom resolution in older convalescent plasma donors](https://doi.org/10.1101/2020.05.07.20090621)","medRxiv","2020-05-13"
"[Psychological Distress Among People Losing Work During the COVID-19 Pandemic in Australia](https://doi.org/10.1101/2020.05.06.20093773)","medRxiv","2020-05-13"
"[Quantitative COVID-19 infectiousness estimate correlating with viral shedding and culturability suggests 68% pre-symptomatic transmissions](https://doi.org/10.1101/2020.05.07.20094789)","medRxiv","2020-05-13"
"[Remdesivir in treatment of COVID-19: A systematic benefit-risk assessment](https://doi.org/10.1101/2020.05.07.20093898)","medRxiv","2020-05-13"
"[Risk and predictors of in-hospital mortality from COVID-19 in patients with diabetes and cardiovascular disease](https://doi.org/10.21203/rs.3.rs-27357/v1)","Research Square","2020-05-13"
"[Ro5 Bioactivity Lab: Identification of Drug Candidates for COVID-19](https://doi.org/10.26434/chemrxiv.12275741.v1)","ChemRxiv","2020-05-13"
"[Role of novel deep-learning-based CT used in management and discharge of COVID-19 patients at a “square cabin” hospital in China](https://doi.org/10.21203/rs.3.rs-28201/v1)","Research Square","2020-05-13"
"[SELF-POLICING COVID-19 AND CIVIC RESPONSIBILITIES IN LAGOS METROPOLIS, NIGERIA](https://doi.org/10.1101/2020.05.08.20092080)","medRxiv","2020-05-13"
"[Short-term changes in behaviors resulting from COVID-19-related social isolation and their influences on mental health](https://doi.org/10.21203/rs.3.rs-28162/v1)","Research Square","2020-05-13"
"[Strong Effects of Population Density and Social Characteristics on Distribution of COVID-19 Infections in the United States](https://doi.org/10.1101/2020.05.08.20073239)","medRxiv","2020-05-13"
"[Systematic Review and Meta-analysis of the Effectiveness and Safety of Hydroxychloroquine in COVID-19.](https://doi.org/10.1101/2020.05.07.20093831)","medRxiv","2020-05-13"
"[Systematic benefit-risk assessment for the use of chloroquine or hydroxychloroquine as a treatment for COVID-19: Establishing a framework for rapid decision-making](https://doi.org/10.1101/2020.05.07.20093989)","medRxiv","2020-05-13"
"[The German COVID-19 Survey on Mental Health: Primary Results](https://doi.org/10.1101/2020.05.06.20090340)","medRxiv","2020-05-13"
"[The Rises of Coronavirus Disease (COVID-19) death rate in Japan with high PM2.5](https://doi.org/10.21203/rs.3.rs-27475/v1)","Research Square","2020-05-13"
"[The characteristics and death risk factors of 132 COVID-19 pneumonia patients with comorbidities: a retrospective single center analysis in Wuhan, China](https://doi.org/10.1101/2020.05.07.20092882)","medRxiv","2020-05-13"
"[The effects of the clinical symptoms pneumonia-confirmation strategy of the COVID-19 epidemic in Wuhan, China](https://doi.org/10.21203/rs.3.rs-28619/v1)","Research Square","2020-05-13"
"[The urgency of utilizing COVID-19 biospecimens for research in the heart of the global pandemic](https://doi.org/10.21203/rs.3.rs-28194/v1)","Research Square","2020-05-13"
"[Thoughts on Higher Medical Education Under Major Public Health Emergencies: Thinking Ahead After COVID-19 Outbreak—A case-control study](https://doi.org/10.21203/rs.3.rs-27033/v1)","Research Square","2020-05-17"
"[Two alternative scenarios for easing COVID-19 lockdown measures: one reasonable and one catastrophic](https://doi.org/10.1101/2020.05.08.20095380)","medRxiv","2020-05-13"
"[Unreported cases for Age Dependent COVID-19 Outbreak in Japan](https://doi.org/10.1101/2020.05.07.20093807)","medRxiv","2020-05-13"
"[Use of excess mortality associated with the COVID-19 epidemic as an epidemiological surveillance strategy - preliminary results of the evaluation of six Brazilian capitals](https://doi.org/10.1101/2020.05.08.20093617)","medRxiv","2020-05-13"
"[<strong>COVID-19 Vaccines:</strong><strong>A Race Against Time in the Middle of Death and Devastation!</strong>](https://doi.org/10.20944/preprints202005.0223.v1)","Preprints.org","2020-05-14"
"[A Novel Box for Aerosol and Droplet Guarding and Evacuation in Respiratory Infection (BADGER): A Potential Mitigating Strategy for the COVID-19 Pandemic and Future Outbreaks](https://doi.org/10.1101/2020.05.09.20096032)","medRxiv","2020-05-14"
"[An integrated in silico immuno-genetic analytical platform provides insights into COVID-19 serological and vaccine targets](https://doi.org/10.1101/2020.05.11.089409)","bioRxiv","2020-05-14"
"[Anosmia and dysgeusia in COVID-19: A systematic review](https://doi.org/10.12688/wellcomeopenres.15917.1)","Wellcome Open Res","2020-05-14"
"[Assessment of changes in blood urea and creatinine levels in patients with coronavirus disease 2019 (COVID-19)](https://doi.org/10.21203/rs.3.rs-25164/v1)","Research Square","2020-05-14"
"[Association of Vitamin D Deficiency and Treatment with COVID-19 Incidence](https://doi.org/10.1101/2020.05.08.20095893)","medRxiv","2020-05-14"
"[Beneficial effect of corticosteroids in severe COVID-19 pneumonia: a propensity score matching analysis.](https://doi.org/10.1101/2020.05.08.20094755)","medRxiv","2020-05-14"
"[Brazil Health Care System preparation against COVID-19](https://doi.org/10.1101/2020.05.09.20096719)","medRxiv","2020-05-14"
"[Breaking the back of COVID-19: Is Bangladesh doing enough testing?](https://doi.org/10.1101/2020.05.09.20096123)","medRxiv","2020-05-14"
